type,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
Control,32,42,3-Moderately,Small (5-99),Paying vendors,Closed,168,3.9,3,Toronto
Control,39,36,5-Extremely,Small (5-99),Insurance,Closed,369,3.2,2,Toronto
Control,33,45,2-Slightly,Small (5-99),Business taxes,Closed,118,3.3,1,Toronto
Control,36,51,4-Very,Small (5-99),Business taxes,Closed,294,2.7,3,Hamilton
Control,39,45,4-Very,Small (5-99),Rent,Closed,306,3.7,2,Toronto
Control,37,47,5-Extremely,Micro (1-4),Rent,Closed,67,3.5,2,Thunder Bay
Control,40,48,5-Extremely,Small (5-99),Paying vendors,Closed,204,4,2,Hamilton
Control,39,42,5-Extremely,Small (5-99),Rent,Closed,495,3.4,3,Toronto
Control,30,44,3-Moderately,Small (5-99),Business taxes,Closed,380,4.2,1,Hamilton
Control,23,49,4-Very,Small (5-99),Insurance,Closed,235,2.3,3,Ottawa
Control,39,47,5-Extremely,Small (5-99),Insurance,Closed,475,3.1,2,Hamilton
Control,32,53,5-Extremely,Small (5-99),Insurance,Closed,170,3.8,2,Thunder Bay
Control,36,39,5-Extremely,Small (5-99),Paying vendors,Closed,324,3.2,1,Ottawa
Control,36,44,4-Very,Micro (1-4),Payroll,Closed,257,3.6,1,Toronto
Control,27,44,4-Very,Micro (1-4),Paying vendors,Closed,261,3,2,Toronto
Control,39,44,3-Moderately,Small (5-99),Business taxes,Closed,361,3.3,2,Ottawa
Control,41,45,3-Moderately,Micro (1-4),Rent,Closed,219,3.2,1,Ottawa
Control,44,35,5-Extremely,Small (5-99),Paying vendors,New,266,3.5,2,Ottawa
Control,43,46,4-Very,Micro (1-4),Paying vendors,Closed,172,3.1,2,Toronto
Control,36,39,5-Extremely,Micro (1-4),Insurance,Closed,286,3.1,3,Ottawa
Control,40,39,5-Extremely,Micro (1-4),Insurance,Closed,43,3.3,2,Toronto
Control,53,46,5-Extremely,Micro (1-4),Rent,Closed,267,3.1,2,Toronto
Control,34,45,3-Moderately,Small (5-99),Rent,Open,235,3.1,2,Toronto
Control,33,43,5-Extremely,Micro (1-4),Insurance,Closed,433,3.5,3,Toronto
Control,30,40,4-Very,Small (5-99),Business taxes,Closed,47,3.5,2,Ottawa
Control,30,57,4-Very,Small (5-99),Paying vendors,Closed,372,3.7,1,Toronto
Control,31,48,5-Extremely,Micro (1-4),Rent,Closed,66,4,2,Toronto
Control,43,40,4-Very,Small (5-99),Insurance,Closed,149,2.9,2,Ottawa
Control,31,51,4-Very,Small (5-99),Rent,Closed,244,2.9,2,Ottawa
Control,36,40,3-Moderately,Small (5-99),Rent,Closed,104,4.2,2,London
Control,39,48,5-Extremely,Small (5-99),Business taxes,Closed,485,3.8,3,London
Control,32,47,2-Slightly,Micro (1-4),Paying vendors,Closed,299,3.1,2,Ottawa
Control,24,39,3-Moderately,Small (5-99),Business taxes,Closed,152,3.7,2,Toronto
Control,40,44,5-Extremely,Micro (1-4),Payroll,Closed,162,3.2,2,Toronto
Control,42,54,5-Extremely,Small (5-99),Payroll,Closed,220,3,2,Toronto
Control,42,46,5-Extremely,Micro (1-4),Business taxes,Closed,19,3.4,2,Ottawa
Control,56,48,1-Not at all,Small (5-99),Business taxes,Closed,191,3.1,1,Toronto
Control,34,42,1-Not at all,Small (5-99),Payroll,Closed,167,3.1,2,Toronto
Control,26,41,2-Slightly,Small (5-99),Rent,Closed,357,3.3,2,Toronto
Control,38,38,4-Very,Small (5-99),Rent,Closed,346,4,2,Toronto
Control,39,37,3-Moderately,Small (5-99),Payroll,Closed,316,3.4,3,Thunder Bay
Control,33,44,5-Extremely,Small (5-99),Rent,Open,90,3.4,1,Hamilton
Control,48,33,2-Slightly,Small (5-99),Business taxes,Closed,1,4.3,2,Hamilton
Control,40,50,5-Extremely,Small (5-99),Rent,Closed,314,3.9,3,Toronto
Control,36,46,2-Slightly,Small (5-99),Rent,Closed,65,3.6,2,Toronto
Control,42,45,5-Extremely,Micro (1-4),Payroll,Closed,252,4.5,2,Toronto
Control,38,39,1-Not at all,Small (5-99),Business taxes,Closed,231,3.7,3,Ottawa
Control,39,50,2-Slightly,Small (5-99),Business taxes,Closed,262,3.4,2,Toronto
Control,30,45,3-Moderately,Small (5-99),Payroll,Open,154,3.6,2,Toronto
Control,42,56,4-Very,Small (5-99),Paying vendors,Closed,31,3.2,2,London
Control,35,43,5-Extremely,Small (5-99),Paying vendors,Open,142,4,2,Toronto
Control,37,52,5-Extremely,Small (5-99),Payroll,Closed,295,2.7,2,Toronto
Control,38,46,4-Very,Small (5-99),Paying vendors,Closed,307,3.5,2,Ottawa
Control,31,53,5-Extremely,Micro (1-4),Business taxes,Closed,284,3.7,2,Hamilton
Control,32,43,5-Extremely,Small (5-99),Business taxes,Closed,53,3.4,2,Toronto
Control,27,41,3-Moderately,Small (5-99),Business taxes,Closed,141,2.6,2,Hamilton
Control,50,47,1-Not at all,Small (5-99),Rent,Closed,204,3.6,2,Toronto
Control,29,45,5-Extremely,Small (5-99),Business taxes,Closed,57,3,2,Toronto
Control,35,53,4-Very,Small (5-99),Insurance,Closed,235,3.7,2,Toronto
Control,28,44,5-Extremely,Small (5-99),Payroll,Closed,150,4.4,2,London
Control,33,48,3-Moderately,Small (5-99),Paying vendors,Closed,197,3.1,2,Toronto
Control,36,48,4-Very,Small (5-99),Paying vendors,Closed,335,3.3,2,London
Control,32,46,3-Moderately,Small (5-99),Rent,Closed,255,3.3,2,Ottawa
Control,36,41,5-Extremely,Micro (1-4),Payroll,Closed,219,4.2,2,Toronto
Control,41,51,4-Very,Small (5-99),Business taxes,Closed,399,4.2,2,Ottawa
Control,44,48,3-Moderately,Small (5-99),Insurance,Closed,65,3.7,3,Toronto
Control,29,42,4-Very,Small (5-99),Payroll,Closed,424,2.9,1,Toronto
Control,44,47,1-Not at all,Small (5-99),Paying vendors,Closed,443,3.3,2,Toronto
Control,37,35,5-Extremely,Small (5-99),Business taxes,Closed,150,3.2,2,Toronto
Control,42,47,3-Moderately,Small (5-99),Paying vendors,Closed,437,3,2,Toronto
Control,40,46,5-Extremely,Micro (1-4),Payroll,Closed,85,4,2,Toronto
Control,35,40,3-Moderately,Small (5-99),Rent,Closed,297,4.1,1,Toronto
Control,36,51,5-Extremely,Small (5-99),Business taxes,Closed,356,3.7,2,Toronto
Control,36,40,3-Moderately,Small (5-99),Paying vendors,Closed,390,3.6,2,Toronto
Control,40,43,4-Very,Micro (1-4),Insurance,Closed,377,3.4,2,Toronto
Control,41,45,4-Very,Small (5-99),Paying vendors,Closed,73,4.2,1,Toronto
Control,49,47,4-Very,Small (5-99),Business taxes,Closed,25,3.1,2,Toronto
Control,39,40,5-Extremely,Small (5-99),Insurance,Closed,221,3.8,2,Toronto
Control,44,45,5-Extremely,Small (5-99),Rent,Closed,231,2.7,1,Ottawa
Control,35,36,5-Extremely,Micro (1-4),Paying vendors,Closed,179,3.5,1,Hamilton
Control,29,55,3-Moderately,Medium (100-499),Business taxes,Closed,159,3.6,2,Thunder Bay
Control,39,41,4-Very,Small (5-99),Rent,Closed,264,3.6,1,Toronto
Control,45,46,3-Moderately,Micro (1-4),Paying vendors,Closed,452,3.3,2,Ottawa
Control,45,46,2-Slightly,Micro (1-4),Payroll,Closed,357,3.5,1,Ottawa
Control,45,51,4-Very,Small (5-99),Insurance,Closed,27,3.1,2,Toronto
Control,28,43,4-Very,Small (5-99),Business taxes,Closed,330,3.3,1,Ottawa
Control,39,47,3-Moderately,Micro (1-4),Paying vendors,Closed,158,3.7,2,Ottawa
Control,36,42,3-Moderately,Small (5-99),Business taxes,Closed,395,3.1,3,Ottawa
Control,39,47,2-Slightly,Micro (1-4),Business taxes,Closed,499,3.6,2,Toronto
Control,26,56,5-Extremely,Small (5-99),Business taxes,Closed,2,2.5,2,Ottawa
Control,30,41,5-Extremely,Small (5-99),Paying vendors,Closed,438,3,2,Toronto
Control,53,51,4-Very,Micro (1-4),Payroll,Closed,48,3.2,2,Toronto
Control,35,38,1-Not at all,Micro (1-4),Payroll,Closed,83,2.7,1,London
Control,35,47,3-Moderately,Small (5-99),Payroll,Closed,472,3.3,1,Toronto
Control,31,48,5-Extremely,Small (5-99),Paying vendors,Closed,456,3.9,2,Toronto
Control,34,50,4-Very,Small (5-99),Insurance,Closed,103,3,2,Ottawa
Control,41,44,5-Extremely,Small (5-99),Payroll,Closed,128,3.8,2,Hamilton
Control,45,53,5-Extremely,Small (5-99),Paying vendors,Closed,142,4.1,3,Toronto
Control,34,50,3-Moderately,Small (5-99),Business taxes,Open,365,3.7,2,Toronto
Control,47,45,3-Moderately,Micro (1-4),Paying vendors,Closed,57,3.2,2,Toronto
Control,40,47,2-Slightly,Micro (1-4),Paying vendors,Closed,214,4.2,2,Toronto
Control,33,43,4-Very,Micro (1-4),Insurance,Closed,71,4.2,2,Toronto
Control,47,53,2-Slightly,Small (5-99),Payroll,Closed,5,3.8,2,Toronto
Control,34,45,5-Extremely,Micro (1-4),Rent,Closed,118,3.1,3,Toronto
Control,38,44,4-Very,Micro (1-4),Rent,Closed,218,3.2,3,Ottawa
Control,38,48,4-Very,Small (5-99),Rent,Closed,325,3.1,3,Toronto
Control,33,44,5-Extremely,Small (5-99),Paying vendors,Closed,334,2.8,2,Toronto
Control,44,49,4-Very,Micro (1-4),Business taxes,Closed,42,4.1,3,Hamilton
Control,28,40,5-Extremely,Small (5-99),Rent,Closed,431,3.4,2,Toronto
Control,48,33,4-Very,Small (5-99),Payroll,Closed,179,3.6,2,Ottawa
Control,39,47,4-Very,Small (5-99),Business taxes,Closed,133,3.6,2,Hamilton
Control,38,42,5-Extremely,Small (5-99),Insurance,Closed,180,3.3,2,Ottawa
Control,37,43,5-Extremely,Small (5-99),Insurance,Closed,488,4,2,Toronto
Control,33,41,2-Slightly,Micro (1-4),Business taxes,Closed,232,3.6,2,Ottawa
Control,39,44,4-Very,Small (5-99),Rent,Closed,465,3.4,2,Toronto
Control,35,54,3-Moderately,Small (5-99),Paying vendors,Closed,374,2.2,2,Toronto
Control,47,44,3-Moderately,Small (5-99),Payroll,Closed,478,2.9,2,Hamilton
Control,45,50,5-Extremely,Small (5-99),Payroll,Open,222,3.3,2,London
Control,37,37,5-Extremely,Micro (1-4),Insurance,Closed,21,3.8,1,Hamilton
Control,40,45,5-Extremely,Small (5-99),Insurance,Closed,459,2.7,2,Hamilton
Control,39,55,3-Moderately,Small (5-99),Paying vendors,Closed,68,2.6,2,Toronto
Control,41,38,5-Extremely,Small (5-99),Payroll,Closed,325,3,1,Ottawa
Control,41,54,4-Very,Small (5-99),Payroll,Closed,66,3.4,1,Toronto
Control,32,42,3-Moderately,Small (5-99),Insurance,Closed,360,3.5,1,Toronto
Control,34,40,3-Moderately,Small (5-99),Payroll,Closed,413,4.5,2,Toronto
Control,32,39,5-Extremely,Micro (1-4),Insurance,Closed,134,4.1,2,Toronto
Control,50,36,2-Slightly,Small (5-99),Payroll,Closed,412,4,1,Toronto
Control,36,41,2-Slightly,Small (5-99),Paying vendors,Closed,439,3.8,2,Toronto
Control,39,44,5-Extremely,Small (5-99),Paying vendors,Closed,471,2.8,2,Toronto
Control,33,47,3-Moderately,Small (5-99),Insurance,Closed,191,3.6,2,Ottawa
Control,39,44,3-Moderately,Micro (1-4),Business taxes,Closed,282,2.9,1,Ottawa
Control,40,40,4-Very,Small (5-99),Insurance,Closed,333,3.6,2,Toronto
Control,30,43,2-Slightly,Small (5-99),Paying vendors,Closed,222,4.4,2,Toronto
Control,27,47,4-Very,Small (5-99),Business taxes,Closed,395,3.9,2,Toronto
Control,30,58,2-Slightly,Small (5-99),Paying vendors,Closed,219,3.9,2,Hamilton
Control,37,46,4-Very,Small (5-99),Rent,Closed,2,3.3,2,Toronto
Control,39,46,4-Very,Small (5-99),Business taxes,Closed,148,3.8,2,Toronto
Control,36,41,4-Very,Small (5-99),Business taxes,Closed,416,4.5,2,Ottawa
Control,30,47,3-Moderately,Small (5-99),Paying vendors,Closed,208,1.9,2,Hamilton
Control,27,43,4-Very,Micro (1-4),Rent,Closed,378,2.8,3,Toronto
Control,35,38,4-Very,Micro (1-4),Insurance,Closed,187,4.8,2,London
Control,44,42,4-Very,Small (5-99),Payroll,Closed,167,4.3,2,Toronto
Control,38,34,5-Extremely,Small (5-99),Paying vendors,Closed,189,3.4,2,Toronto
Control,39,41,3-Moderately,Small (5-99),Payroll,Closed,394,4.3,2,Ottawa
Control,36,40,5-Extremely,Micro (1-4),Rent,Closed,363,3.1,2,Ottawa
Control,42,56,4-Very,Small (5-99),Payroll,Open,477,3.1,2,Toronto
Control,36,45,5-Extremely,Small (5-99),Business taxes,Closed,139,4,3,Toronto
Control,29,45,5-Extremely,Small (5-99),Paying vendors,Closed,29,2.8,2,Ottawa
Control,35,47,5-Extremely,Small (5-99),Rent,Closed,445,3.4,2,London
Control,35,44,4-Very,Small (5-99),Paying vendors,Closed,164,4.1,3,Ottawa
Control,34,32,4-Very,Small (5-99),Paying vendors,Closed,201,1.9,2,Toronto
Control,42,46,3-Moderately,Micro (1-4),Rent,Closed,440,3.5,2,Toronto
Control,42,44,4-Very,Small (5-99),Rent,Open,228,3.1,1,London
Control,30,54,5-Extremely,Micro (1-4),Paying vendors,Closed,432,3.6,3,Toronto
Control,51,46,5-Extremely,Small (5-99),Paying vendors,Closed,58,2.9,2,London
Control,40,39,5-Extremely,Small (5-99),Paying vendors,Closed,191,3.9,2,Toronto
Control,34,46,4-Very,Small (5-99),Rent,Closed,419,3.3,3,Toronto
Control,21,43,4-Very,Small (5-99),Paying vendors,Closed,6,3.1,2,Ottawa
Control,36,45,5-Extremely,Small (5-99),Paying vendors,Closed,247,3.5,3,Toronto
Control,34,47,5-Extremely,Small (5-99),Payroll,Closed,311,3.2,3,Toronto
Control,37,39,4-Very,Small (5-99),Payroll,Closed,367,3.1,3,Hamilton
Control,57,38,3-Moderately,Micro (1-4),Rent,Closed,104,3.3,2,Toronto
Control,35,43,5-Extremely,Small (5-99),Rent,Closed,99,3.5,2,Toronto
Control,37,44,3-Moderately,Small (5-99),Payroll,Closed,98,3.7,3,Toronto
Control,40,43,5-Extremely,Small (5-99),Paying vendors,Closed,134,2.4,2,Hamilton
Control,37,46,1-Not at all,Micro (1-4),Payroll,Closed,82,3.5,3,Toronto
Control,30,51,5-Extremely,Small (5-99),Paying vendors,Closed,301,3.2,3,Toronto
Control,39,44,4-Very,Small (5-99),Business taxes,Closed,218,3.3,3,Toronto
Control,43,53,5-Extremely,Micro (1-4),Rent,Closed,86,4.1,2,Toronto
Control,37,54,5-Extremely,Micro (1-4),Business taxes,Closed,423,4.2,2,Toronto
Control,32,51,5-Extremely,Micro (1-4),Payroll,Closed,155,3.6,2,London
Control,37,42,4-Very,Small (5-99),Paying vendors,Closed,301,3.8,3,Toronto
Control,41,49,4-Very,Small (5-99),Paying vendors,Closed,342,3.3,1,Ottawa
Control,40,52,5-Extremely,Micro (1-4),Payroll,Closed,458,4.5,3,Ottawa
Control,34,41,2-Slightly,Small (5-99),Rent,Open,306,3.9,1,Toronto
Control,44,40,2-Slightly,Small (5-99),Rent,Closed,431,4.3,2,Ottawa
Control,23,53,3-Moderately,Micro (1-4),Rent,Closed,468,3.3,2,Ottawa
Control,29,48,4-Very,Small (5-99),Payroll,Closed,119,4.2,3,Toronto
Control,37,32,3-Moderately,Small (5-99),Business taxes,Closed,393,4,2,Toronto
Control,44,51,2-Slightly,Micro (1-4),Rent,Closed,366,2.7,3,Toronto
Control,38,39,5-Extremely,Micro (1-4),Payroll,Closed,29,3.5,2,Thunder Bay
Control,32,43,2-Slightly,Medium (100-499),Paying vendors,Closed,181,2.8,2,Ottawa
Control,31,47,4-Very,Small (5-99),Rent,Closed,398,4.4,3,Ottawa
Control,36,48,2-Slightly,Micro (1-4),Business taxes,Closed,393,2.9,2,Toronto
Control,35,44,5-Extremely,Small (5-99),Rent,Closed,450,3.8,2,Toronto
Control,32,40,4-Very,Small (5-99),Payroll,Closed,253,3.8,1,Ottawa
Control,35,36,3-Moderately,Small (5-99),Paying vendors,Closed,33,2.9,2,Hamilton
Control,32,48,3-Moderately,Small (5-99),Business taxes,Closed,468,3.6,1,Ottawa
Control,30,47,3-Moderately,Small (5-99),Business taxes,Closed,270,3.5,2,Toronto
Control,26,41,5-Extremely,Small (5-99),Rent,Closed,165,3.8,3,Toronto
Control,38,56,5-Extremely,Micro (1-4),Business taxes,Closed,198,2.4,1,Toronto
Control,36,39,4-Very,Micro (1-4),Insurance,Open,316,4.3,2,Hamilton
Control,35,44,5-Extremely,Small (5-99),Insurance,Closed,489,3,3,Toronto
Control,33,47,3-Moderately,Small (5-99),Paying vendors,Closed,144,3.1,3,Toronto
Control,39,43,2-Slightly,Small (5-99),Business taxes,Closed,322,3.3,2,Toronto
Control,35,40,4-Very,Small (5-99),Paying vendors,Closed,160,2.7,3,London
Control,34,53,2-Slightly,Micro (1-4),Insurance,Closed,255,3.8,2,Toronto
Control,40,44,4-Very,Micro (1-4),Paying vendors,Closed,456,3.9,3,London
Control,42,39,5-Extremely,Small (5-99),Paying vendors,Closed,73,3.4,2,Hamilton
Control,36,41,4-Very,Small (5-99),Paying vendors,Closed,208,3.9,2,Ottawa
Control,37,41,5-Extremely,Small (5-99),Payroll,Closed,196,3.5,2,Hamilton
Control,28,40,3-Moderately,Small (5-99),Payroll,Closed,109,3.7,2,Hamilton
Control,38,43,5-Extremely,Small (5-99),Paying vendors,Closed,232,3.7,2,Hamilton
Control,45,44,5-Extremely,Small (5-99),Rent,Closed,93,3.5,2,London
Control,39,38,4-Very,Micro (1-4),Rent,Closed,392,3.5,2,London
Control,38,44,4-Very,Small (5-99),Business taxes,Closed,92,3.5,1,Toronto
Control,34,41,5-Extremely,Small (5-99),Rent,Closed,272,3.2,2,Ottawa
Control,36,43,2-Slightly,Small (5-99),Insurance,Closed,72,3.4,3,Toronto
Control,42,47,2-Slightly,Medium (100-499),Rent,Closed,366,3.2,2,London
Control,41,39,5-Extremely,Small (5-99),Payroll,Closed,55,4,3,London
Control,28,50,3-Moderately,Small (5-99),Rent,Closed,152,3.4,2,Toronto
Control,42,60,5-Extremely,Small (5-99),Paying vendors,Closed,376,3.6,2,Hamilton
Control,34,53,4-Very,Small (5-99),Paying vendors,Closed,195,2.5,2,Ottawa
Control,35,50,5-Extremely,Small (5-99),Insurance,Closed,26,3.8,1,Ottawa
Control,43,46,4-Very,Small (5-99),Payroll,Closed,301,3.3,2,Ottawa
Control,37,47,2-Slightly,Small (5-99),Insurance,Closed,252,3.3,2,Toronto
Control,35,48,2-Slightly,Small (5-99),Rent,Closed,341,4.2,2,Toronto
Control,32,40,4-Very,Small (5-99),Rent,Closed,255,3.9,2,Ottawa
Control,31,40,5-Extremely,Small (5-99),Payroll,Closed,91,3.6,2,Ottawa
Control,37,42,3-Moderately,Micro (1-4),Rent,Closed,10,3.5,2,Thunder Bay
Control,39,42,2-Slightly,Small (5-99),Paying vendors,Closed,158,4,1,Ottawa
Control,34,44,5-Extremely,Small (5-99),Rent,Closed,176,4.2,2,Hamilton
Control,53,50,4-Very,Small (5-99),Rent,Closed,308,3.9,2,Toronto
Control,28,48,4-Very,Small (5-99),Paying vendors,Closed,428,3.5,3,London
Control,40,50,4-Very,Small (5-99),Payroll,Closed,401,3.4,3,Toronto
Control,50,61,5-Extremely,Small (5-99),Business taxes,Closed,123,3.1,2,Toronto
Control,33,46,4-Very,Micro (1-4),Rent,Closed,152,3.7,2,London
Control,32,44,4-Very,Small (5-99),Payroll,Closed,291,3.6,3,Toronto
Control,25,46,3-Moderately,Small (5-99),Paying vendors,Closed,192,3.6,3,Toronto
Control,40,48,4-Very,Small (5-99),Rent,Closed,395,3.5,2,Toronto
Control,26,49,2-Slightly,Small (5-99),Business taxes,Closed,265,3.7,2,Hamilton
Control,36,36,5-Extremely,Micro (1-4),Business taxes,Closed,340,3,2,Ottawa
Control,42,34,3-Moderately,Small (5-99),Business taxes,Closed,18,4.8,3,Ottawa
Control,43,38,5-Extremely,Small (5-99),Business taxes,Closed,432,4.2,2,Toronto
Control,39,56,5-Extremely,Small (5-99),Paying vendors,Closed,377,3.9,3,Thunder Bay
Control,39,48,4-Very,Small (5-99),Rent,Closed,412,3.9,2,Toronto
Control,42,44,4-Very,Micro (1-4),Business taxes,Closed,495,3.5,2,Toronto
Control,44,53,5-Extremely,Small (5-99),Business taxes,Closed,122,3.8,2,Toronto
Control,42,42,3-Moderately,Small (5-99),Insurance,Closed,173,3.7,2,Ottawa
Control,41,45,4-Very,Micro (1-4),Business taxes,Closed,69,3.5,2,Hamilton
Control,44,60,4-Very,Small (5-99),Payroll,Closed,133,3.7,3,Hamilton
Control,34,45,5-Extremely,Small (5-99),Business taxes,Closed,297,3.8,2,Hamilton
Control,35,54,4-Very,Small (5-99),Paying vendors,Closed,226,4.6,2,Toronto
Control,35,50,4-Very,Small (5-99),Rent,Closed,103,4.1,3,Toronto
Control,41,55,3-Moderately,Micro (1-4),Rent,Closed,277,4.4,1,Toronto
Control,27,43,4-Very,Micro (1-4),Insurance,Open,324,4.4,3,Toronto
Control,41,44,3-Moderately,Micro (1-4),Rent,Closed,97,4.2,2,Thunder Bay
Control,38,47,5-Extremely,Small (5-99),Insurance,Closed,356,3.4,2,Toronto
Control,29,51,4-Very,Small (5-99),Business taxes,Closed,436,4.7,2,Ottawa
Control,41,34,5-Extremely,Micro (1-4),Payroll,Closed,289,2.9,2,Toronto
Control,23,41,5-Extremely,Small (5-99),Insurance,Closed,174,4.3,2,London
Control,41,47,2-Slightly,Small (5-99),Insurance,Closed,115,3.5,2,Toronto
Control,41,43,2-Slightly,Small (5-99),Paying vendors,Closed,166,3.1,2,London
Control,38,47,5-Extremely,Micro (1-4),Paying vendors,Closed,216,3.4,2,Toronto
Control,43,42,5-Extremely,Small (5-99),Payroll,Closed,141,3.2,2,Toronto
Control,37,47,5-Extremely,Small (5-99),Paying vendors,Closed,139,3.5,2,Toronto
Control,40,50,4-Very,Micro (1-4),Payroll,Closed,129,3.8,2,Toronto
Control,30,40,5-Extremely,Small (5-99),Rent,Closed,30,2.3,3,Toronto
Control,31,38,5-Extremely,Small (5-99),Insurance,Closed,28,2.9,3,Ottawa
Control,34,46,4-Very,Small (5-99),Business taxes,Closed,499,4.3,2,Thunder Bay
Control,39,53,4-Very,Small (5-99),Payroll,Closed,172,4.2,3,London
Control,35,47,4-Very,Small (5-99),Business taxes,Closed,26,3.1,2,Toronto
Control,35,41,4-Very,Small (5-99),Payroll,Closed,252,2.7,2,Toronto
Control,46,46,3-Moderately,Small (5-99),Payroll,Closed,245,4.2,2,Ottawa
Control,47,45,2-Slightly,Micro (1-4),Paying vendors,New,98,4.1,2,Ottawa
Control,46,47,5-Extremely,Small (5-99),Insurance,Closed,397,3.6,2,Ottawa
Control,38,40,5-Extremely,Micro (1-4),Business taxes,Closed,263,3.9,2,Hamilton
Control,41,51,4-Very,Small (5-99),Business taxes,Closed,283,4,2,London
Control,42,41,5-Extremely,Small (5-99),Business taxes,Closed,364,4,3,Toronto
Control,28,47,5-Extremely,Small (5-99),Insurance,Closed,168,3.5,2,Toronto
Control,35,52,2-Slightly,Small (5-99),Rent,Closed,290,3.8,2,Toronto
Control,38,37,3-Moderately,Small (5-99),Paying vendors,Closed,139,3.3,2,Toronto
Control,32,55,4-Very,Small (5-99),Insurance,Open,214,3.6,3,Ottawa
Control,35,44,5-Extremely,Small (5-99),Rent,Closed,177,4.4,3,Ottawa
Control,31,45,5-Extremely,Micro (1-4),Business taxes,Closed,420,3.9,2,Toronto
Control,48,41,5-Extremely,Micro (1-4),Insurance,Closed,93,4.1,3,Toronto
Control,40,52,5-Extremely,Small (5-99),Business taxes,Closed,416,4,3,Toronto
Control,28,46,4-Very,Small (5-99),Business taxes,Closed,247,3.6,2,Toronto
Control,43,52,4-Very,Small (5-99),Payroll,Closed,231,3.5,2,Toronto
Control,34,51,2-Slightly,Small (5-99),Payroll,Closed,395,3.4,3,Toronto
Control,43,32,5-Extremely,Small (5-99),Rent,Closed,49,4,2,Toronto
Control,29,45,4-Very,Small (5-99),Rent,Closed,173,4.1,2,Toronto
Control,40,47,2-Slightly,Small (5-99),Insurance,Closed,104,4.1,2,Ottawa
Control,48,43,4-Very,Micro (1-4),Business taxes,New,416,3.2,2,Ottawa
Control,31,45,3-Moderately,Small (5-99),Rent,Closed,491,3.9,1,Hamilton
Control,37,55,5-Extremely,Small (5-99),Business taxes,Open,306,3.8,2,Toronto
Control,37,51,5-Extremely,Micro (1-4),Business taxes,Closed,284,3.4,3,Toronto
Control,40,45,5-Extremely,Small (5-99),Rent,Open,400,3.6,2,Toronto
Control,25,43,5-Extremely,Small (5-99),Rent,Closed,293,4.4,1,Toronto
Control,39,42,2-Slightly,Small (5-99),Rent,Closed,485,2.9,2,Toronto
Control,31,50,3-Moderately,Small (5-99),Business taxes,Closed,444,4,2,Hamilton
Control,48,44,2-Slightly,Small (5-99),Paying vendors,Closed,485,3.4,3,Toronto
Control,41,39,4-Very,Small (5-99),Rent,Closed,432,3.1,4,Toronto
Control,24,44,5-Extremely,Micro (1-4),Rent,Closed,241,3.7,1,Toronto
Control,34,49,3-Moderately,Small (5-99),Insurance,Closed,447,3.1,3,Ottawa
Control,38,44,3-Moderately,Small (5-99),Rent,Closed,97,3,2,Toronto
Control,36,43,5-Extremely,Small (5-99),Payroll,Closed,390,3.8,2,Toronto
Control,32,39,4-Very,Micro (1-4),Insurance,Closed,252,4.4,2,Toronto
